allegiance,death_no,episode,killer,killers_house,location,method,name,season
House Baratheon of King's Landing,276,1,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Lowell (King's Soldier),4
House Baratheon of King's Landing,277,1,Arya Stark,House Stark,Riverlands,Sword,Baratheon of King's Landing soldier,4
House Baratheon of King's Landing,278,1,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Baratheon of King's Landing soldier,4
House Baratheon of King's Landing,279,1,Arya Stark,House Stark,Riverlands,Sword,Polliver,4
Smallfolk,280,2,Ramsay Bolton,House Bolton,Dreadfort,Dogs,Tansy,4
House Baratheon of Dragonstone,281,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Axell Florent,4
House Baratheon of Dragonstone,282,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,4
House Baratheon of Dragonstone,283,2,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,4
None,284,2,Summer,House Stark,Beyond the Wall,Teeth,Deer,4
House Lannister,285,2,Olenna Tyrell,House Tyrell,King's Landing,Poison,Joffrey Baratheon,4
House Hollard,286,3,Baelish soldier,House Baelish,King's Landing,Arrow,Dontos Hollard,4
Smallfolk,287,3,Ygritte,Free Folk,The Gift,Arrow,Guymon,4
Smallfolk,288,3,Styr,Free Folk,The Gift,Axe,Olly's mum,4
Smallfolk,289,3,Thenn raider,Free Folk,The Gift,Unknown,Peasant,4
Smallfolk,290,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
Smallfolk,291,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
Smallfolk,292,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
Smallfolk,293,3,Tormund,Free Folk,The Gift,Sword,Peasant,4
Smallfolk,294,3,Ygritte,Free Folk,The Gift,Sword,Peasant,4
None,295,3,Daario Naharis,House Targaryen,Meereen,Knife,Champion of Meereen's Horse,4
Great Masters,296,3,Daario Naharis,House Targaryen,Meereen,Arakh,Champion of Meereen,4
Great Masters,297,4,Meereen slaves,None,Meereen,Unknown,Meereen slave master,4
Night's Watch,298,5,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,299,5,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,300,5,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,301,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Axe,Night's Watch brother,4
Night's Watch,302,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,4
Night's Watch,303,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,304,5,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,4
Night's Watch,305,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,306,5,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,307,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
House Bolton,308,5,Hodor/Bran Stark,House Stark,Beyond the Wall,Hands,Locke,4
Night's Watch,309,5,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,310,5,Karl Tanner,Night's Watch,Beyond the Wall,Knife,Night's Watch brother,4
Night's Watch,311,5,Jon Snow,House Stark,Beyond the Wall,Sword,Karl Tanner,4
Night's Watch,312,5,Grenn,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,4
Night's Watch,313,5,Ghost,House Stark,Beyond the Wall,Teeth,Rast,4
House Bolton,314,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
House Bolton,315,6,Greyjoy soldier,House Greyjoy,Dreadfort,Knife,Bolton soldier,4
House Bolton,316,6,Greyjoy soldier,House Greyjoy,Dreadfort,Sword,Bolton soldier,4
House Greyjoy,317,6,Ramsay Bolton,House Bolton,Dreadfort,Knife,Greyjoy soldier,4
House Bolton,318,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
House Bolton,319,6,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,4
None,320,6,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Goat,4
None,321,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
None,322,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
None,323,7,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,4
Smallfolk,324,7,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Peasant,4
None,325,7,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Hands,Biter,4
None,326,7,Arya Stark,House Stark,Riverlands,Sword,Rorge,4
House Baelish,327,7,Petyr Baelish,House Baelish,The Eyrie,Moon Door,Lysa Arryn,4
Smallfolk,328,8,Thenn raider,Free Folk,Mole's Town,Knife,Peasant,4
Smallfolk,329,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
Smallfolk,330,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
Smallfolk,331,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
Smallfolk,332,8,Styr,Free Folk,Mole's Town,Axe,Peasant,4
Smallfolk,333,8,Styr,Free Folk,Mole's Town,Axe,Peasant,4
Smallfolk,334,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
Smallfolk,335,8,Tormund,Free Folk,Mole's Town,Sword,Peasant,4
Smallfolk,336,8,Ygritte,Free Folk,Mole's Town,Spear,Peasant,4
Smallfolk,337,8,Ygritte,Free Folk,Mole's Town,Knife,Peasant,4
House Greyjoy,338,8,Greyjoy soldier,House Greyjoy,Moat Cailin,Axe,Ralf Kenning,4
House Martell,339,8,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Oberyn Martell,4
Free Folk,340,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Free Folk,341,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Night's Watch,342,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
Free Folk,343,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
Free Folk,344,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
Free Folk,345,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
Free Folk,346,9,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,4
Night's Watch,347,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
Night's Watch,348,9,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,4
Night's Watch,349,9,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,4
Night's Watch,350,9,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,4
Free Folk,351,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,4
Night's Watch,352,9,Thenn raider,Free Folk,Castle Black,Sword,Night's Watch brother,4
Free Folk,353,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Thenn raider,4
Night's Watch,354,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,355,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
Free Folk,356,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Free Folk,357,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Free Folk,358,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Free Folk,359,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Free Folk,360,9,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,4
Night's Watch,361,9,Wildling giant,Free Folk,The Wall,Giant arrow,Night's Watch brother,4
Night's Watch,362,9,Thenn raider,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,363,9,Wildling,Free Folk,Castle Black,Nail,Night's Watch brother,4
Free Folk,364,9,Night's Watch brother,Night's Watch,Castle Black,Arrow,Wildling,4
Night's Watch,365,9,Wildling,Free Folk,Castle Black,Knife,Night's Watch brother,4
Night's Watch,366,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,367,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,368,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,369,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
Night's Watch,370,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
Night's Watch,371,9,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,4
Free Folk,372,9,Night's Watch brother,Night's Watch,Castle Black,Axe,Wildling,4
Free Folk,373,9,Night's Watch brother,Night's Watch,Castle Black,Pot,Wildling,4
Free Folk,374,9,Night's Watch brother,Night's Watch,Castle Black,Butcher's knife,Wildling,4
Night's Watch,375,9,Wildling,Free Folk,Castle Black,Axe,Night's Watch brother,4
Free Folk,376,9,Pypar,Night's Watch,Castle Black,Arrow,Wildling,4
Night's Watch,377,9,Ygritte,Free Folk,Castle Black,Arrow,Pypar,4
Free Folk,378,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,379,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,380,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,381,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,382,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,383,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,384,9,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,4
Free Folk,385,9,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,4
Night's Watch,386,9,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,4
Free Folk,387,9,Sam Tarly,Night's Watch,Castle Black,Arrow,Thenn raider,4
Free Folk,388,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,389,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,390,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,391,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,392,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,393,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,394,9,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,4
Free Folk,395,9,Giant mammoth,Free Folk,Beyond the Wall,Mammoth foot,Wildling,4
Free Folk,396,9,Night's Watch brother,Night's Watch,Beyond the Wall,Giant arrow,Giant wildling,4
Night's Watch,397,9,None,None,The Wall,Burning oil,Night's Watch brother,4
Night's Watch,398,9,Wildling,Free Folk,The Wall,Flaming arrow,Night's Watch brother,4
Night's Watch,399,9,Wildling giant,Free Folk,Castle Black,Unknown,Grenn,4
Free Folk,400,9,Grenn,Night's Watch,Castle Black,Unknown,Mag the Mighty giant,4
Free Folk,401,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Free Folk,402,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Free Folk,403,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Night's Watch,404,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
Night's Watch,405,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
Night's Watch,406,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
Free Folk,407,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Free Folk,408,9,Ghost,House Stark,Castle Black,Teeth,Thenn raider,4
Free Folk,409,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Night's Watch,410,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
Night's Watch,411,9,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,4
Night's Watch,412,9,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,4
Free Folk,413,9,Jon Snow,House Stark,Castle Black,Sword,Wildling,4
Free Folk,414,9,Jon Snow,House Stark,Castle Black,Hammer,Styr,4
Free Folk,415,9,Olly,Night's Watch,Castle Black,Arrow,Ygritte,4
Night's Watch,416,9,Wildling,Free Folk,Castle Black,Sword,Night's Watch brother,4
Free Folk,417,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,418,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,419,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,420,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,421,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,422,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,423,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,424,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,425,9,Night's Watch brother,Night's Watch,The Wall,Scythe,Wildling,4
Free Folk,426,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
Free Folk,427,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Axe,Wildling,4
Free Folk,428,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
House Baratheon of Dragonstone,429,10,Wildling,Free Folk,Beyond the Wall,Arrow,Baratheon of Dragonstone soldier,4
Free Folk,430,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
Free Folk,431,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Spear,Wildling,4
Free Folk,432,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,433,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,434,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,435,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,436,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,437,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,438,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Free Folk,439,10,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Beyond the Wall,Sword,Wildling,4
Smallfolk,440,10,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Zalla,4
House Stark,441,10,Meera Reed,House Stark,Beyond the Wall,Knife,Jojen Reed,4
House Clegane,442,10,Brienne of Tarth,House Tarth,The Vale,Hands,"Sandor ""The Hound"" Clegane",4
House Lannister,443,10,Tyrion Lannister,House Lannister,King's Landing,Hands/Necklace,Shae,4
House Lannister,444,10,Tyrion Lannister,House Lannister,King's Landing,Arrow,Tywin Lannister,4
House Targaryen,445,1,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,White Rat,5
Free Folk,446,1,Jon Snow,Night's Watch,Castle Black,Arrow,Mance Rayder,5
House Baelish,447,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
House Baelish,448,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
House Baelish,449,2,Brienne of Tarth,House Tarth,Eastern Road,Sword,Baelish soldier,5
Smallfolk,450,2,Peasant,Smallfolk,King's Landing,Unknown,Unamed Dwarf,5
None,451,2,Arya Stark,House Stark,Braavos,Sword,Pigeon,5
Sons of the Harpy,452,2,Meereen slave,None,Meereen,Knife,Sons of the Harpy agent,5
None,453,2,Daario Naharis,House Targaryen,Meereen,Arakh,Meereen slave,5
Great Masters,454,2,Meereen slave,None,Meereen,Hands,Great Master,5
None,455,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
None,456,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
None,457,3,Ramsay Bolton,House Bolton,Winterfell,Flaying,Peasant,5
Night's Watch,458,3,Jon Snow,Night's Watch,Castle Black,Sword,Janos Slynt,5
None,459,3,Qyburn,House Lannister,King's Landing,Knife,Rat,5
None,460,4,Bronn,House Lannister,Dorne,Knife,Snake,5
House Martell,461,4,Bronn,House Lannister,Dorne,Knife,Dorne Soldier,5
House Martell,462,4,Bronn,House Lannister,Dorne,Sword,Dorne Soldier,5
House Martell,463,4,Bronn,House Lannister,Dorne,Sword,Dorne Horse,5
House Martell,464,4,Jaime Lannister,House Lannister,Dorne,Sword,Dorne Soldier,5
None,465,4,Obara Sand,House Martell,Dorne,Spear,Dorne Smuggler,5
House Targaryen,466,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
House Targaryen,467,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
House Targaryen,468,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Second Sun Mercenary,5
House Targaryen,469,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
Sons of the Harpy,470,4,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
Sons of the Harpy,471,4,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
House Targaryen,472,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
House Targaryen,473,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
Sons of the Harpy,474,4,Grey Worm,House Targaryen,Meereen,Shield,Sons of the Harpy agent,5
Sons of the Harpy,475,4,Grey Worm,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
Sons of the Harpy,476,4,Grey Worm,House Targaryen,Meereen,Sword,Sons of the Harpy agent,5
Sons of the Harpy,477,4,Grey Worm,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
House Targaryen,478,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
House Targaryen,479,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
Sons of the Harpy,480,4,Grey Worm,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
Sons of the Harpy,481,4,Grey Worm,House Targaryen,Meereen,Spear,Sons of the Harpy agent,5
Sons of the Harpy,482,4,Grey Worm,House Targaryen,Meereen,Hands,Sons of the Harpy agent,5
House Targaryen,483,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
House Targaryen,484,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
House Targaryen,485,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
House Targaryen,486,4,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,5
